1,0,2,0,0,1,0,4,2,3,5,1,2,2,5,4,4,3,6,5,6,7,9,8,8,10,7,13,16,10,10,11,13,4,5,1,4,2,1,2,1,0,3,2,0,2,2,1,0,0
0,0,0,3,0,0,1,0,1,1,9,3,4,2,3,2,3,5,9,4,13,10,8,11,4,9,17,12,13,11,11,14,6,5,1,5,5,5,6,2,1,2,1,2,1,1,1,1,1,0
2,0,0,0,0,2,1,2,0,3,5,3,3,3,0,4,2,3,5,10,5,7,5,11,15,13,22,15,17,17,9,8,16,8,9,5,8,4,3,7,2,1,1,4,0,0,2,0,0,0
0,0,0,0,0,0,1,2,5,1,2,2,4,0,3,2,8,6,6,7,8,10,7,9,14,16,22,20,30,18,20,24,18,8,11,12,5,0,6,0,1,2,1,2,4,0,1,2,1,0
0,0,0,2,0,0,4,0,1,1,4,1,2,2,1,3,4,3,4,11,7,10,7,11,8,13,25,31,32,27,25,30,23,17,17,8,10,2,4,1,1,1,2,2,1,0,2,0,1,0
0,1,1,2,2,0,0,1,0,2,5,2,2,0,3,3,4,7,4,7,11,10,12,15,13,16,22,31,35,37,52,29,18,29,15,14,9,5,1,0,1,2,3,0,1,1,2,0,1,0
1,1,0,0,0,0,0,0,0,2,1,1,0,3,1,5,4,7,5,9,8,11,11,5,11,21,21,35,33,50,41,39,27,31,12,17,10,8,2,3,2,0,0,0,0,0,1,0,2,0
0,0,1,0,0,0,0,1,0,2,2,2,2,2,7,3,6,4,5,4,7,6,15,9,14,21,25,27,44,46,74,43,41,31,25,17,17,7,5,2,2,0,0,2,0,2,2,0,0,0
1,0,1,0,0,0,1,0,1,1,4,1,3,1,2,3,2,3,3,5,6,11,12,6,15,10,18,24,43,48,49,48,37,35,17,30,13,12,14,3,2,0,0,0,0,2,0,1,0,0
0,0,1,0,0,0,1,2,1,2,3,1,1,1,0,5,1,0,2,8,6,9,5,11,10,18,17,19,27,31,44,44,56,41,40,34,17,15,9,4,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,0,2,2,2,0,2,2,2,4,10,5,1,4,7,7,8,8,15,25,14,25,29,35,43,49,36,39,32,21,10,4,2,2,0,0,1,0,0,1,0,0
0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,3,1,5,5,4,4,8,7,9,12,11,11,20,20,28,25,38,33,41,33,31,25,12,7,3,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,1,1,1,2,0,1,2,2,0,1,2,5,0,4,4,4,5,9,9,8,8,11,16,27,25,28,32,48,53,31,43,24,5,6,1,1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,3,0,1,3,2,4,2,5,5,10,6,5,11,12,20,24,25,27,42,29,28,28,15,8,2,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,2,0,0,1,2,1,2,1,0,4,3,4,1,2,5,6,7,5,6,1,11,17,15,26,28,30,27,43,22,17,7,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1,0,0,2,2,2,2,2,5,6,6,5,7,17,9,12,25,21,38,24,9,7,1,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,2,1,5,5,9,2,6,5,4,13,11,12,14,10,9,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,4,2,1,1,3,5,6,5,10,6,8,4,4,3,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,2,3,1,2,4,3,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,1,1,1,1,1,3,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,2,5,1,2,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,2,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
